图片,商家编码,店铺,品牌,分类,货品编号,货品名称,货品简称,规格码,规格名称,均价,零售价,批发价,会员价,市场价,最低价,ERP价格,自定义价格2,折扣率,发货总量,发货赠品总量,退货总量,批次,批次发货量,实际销售量,邮资收入,发货总金额,未知成本销售总额,佣金成本,货品总成本,货品总利润,退货总金额,退货总成本,发货总金额-发货后实际退款金额,实际货品总成本,实际货品总利润,毛利率%,发货后实际退款金额,发货总金额-退货总金额,单品支付总额,sku_full_id,is_zero_sales
https://img.pddpic.com/mms-material-img/2021-05-27/5c57638a-f16c-4325-9b05-065190f451a3.jpeg,TJRB004F402JSCA0CC,PDD TMT运动旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,fenhongse 2.5cm*5m,粉红色2.5cm*5m,13.71,0,0,0,0,0,2.64,0,0.0000,1,0,0,,,1,0,13.71,0,0,2.16,11.55,0,0,13.71,2.16,11.55,84.264,0,13.71,13.71,TJRB004F-fenhongse 2.5cm*5m,否
https://img.pddpic.com/mms-material-img/2021-05-27/aed47d19-af0e-4029-8332-887c21e23104.jpeg,TJRB004F502JSCA0CC,PDD TMT运动旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,fuse 5cm*5m,肤色5cm*5m,11.88,0,0,0,0,0,5.28,0,0.0000,34,0,11,,,23,0,403.88,0,0,149.6,254.28,98.18,48.4,403.88,101.2,204.5,66.8956,0,305.7,403.88,TJRB004F-fuse 5cm*5m,否
https://img.pddpic.com/mms-material-img/2021-05-27/850ee136-2ec5-474d-bd96-915f01c26e1d.jpeg,TJRB004F602JSCA0CC,PDD TMT运动旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,fuse 2.5cm*5m,肤色2.5cm*5m,14.9,0,0,0,0,0,2.64,0,0.0000,3,0,0,,,3,0,44.7,0,0,6.6,38.1,0,0,44.7,6.6,38.1,85.2356,0,44.7,44.7,TJRB004F-fuse 2.5cm*5m,否
https://img.pddpic.com/mms-material-img/2021-05-27/20bce1aa-6204-47eb-a6f5-4f35b1ad0b41.jpeg,TJRB004F702JSCA0CC,PDD TMT运动旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,heise 5cm*5m,黑色5cm*5m,19.9,0,0,0,0,0,5.28,0,0.0000,1,0,0,,,1,0,19.9,0,0,4.4,15.5,0,0,19.9,4.4,15.5,77.8894,0,19.9,19.9,TJRB004F-heise 5cm*5m,否
https://img.pddpic.com/mms-material-img/2021-05-27/ad6dea1c-4e78-44ae-b433-deb12f892686.jpeg,TJRB004F802JSCA0CC,PDD TMT运动旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,heise 2.5cm*5m,黑色2.5cm*5m,14.9,0,0,0,0,0,2.64,0,0.0000,2,0,0,,,2,0,29.8,0,0,4.4,25.4,0,0,29.8,4.4,25.4,85.2356,0,29.8,29.8,TJRB004F-heise 2.5cm*5m,否
E:\ERP图片\JR02剪刀.png,TJRB002F101JSCA0CC,P6 TMT运动用品旗舰店,TMT,赠品,TJRB002F,剪刀赠品,JR02,heiA,黑色,14.27,0,0,0,0,0,0.88,0,0.0000,14,0,3,,,11,0,199.8,0,0,10.22,189.58,40.85,2.19,199.8,8.03,150.93,94.9483,0,158.96,199.8,TJRB002F-heiA,否
https://img.pddpic.com/mms-material-img/2021-09-11/1606ae5e-4f24-47fb-b3e8-f4dda6a4dd17.jpeg,TTSD060F141TSCC1CC,P6 TMT运动用品旗舰店,TMT,跳绳,TTSD060F,炫动者电子计数跳绳,TSD12,heifeifuzhongbingD,黑色非负重手柄（对）,14.12,0,0,0,0,0,16.32,0,0.0000,4,0,0,,,4,0,56.48,0,0,54.4,2.08,0,0,56.48,54.4,2.08,3.6863,0,56.48,56.48,TTSD060F-heifeifuzhongbingD,否
,TTSD060FN41TSCC1CC,P6 TMT运动用品旗舰店,TMT,跳绳,TTSD060F,炫动者电子计数跳绳,TSD12,fuzhongkuai,TSD12负重块一对装,11.63,0,0,0,0,0,1.8,0,0.0000,1,0,0,,,1,0,11.63,0,0,1.5,10.13,0,0,11.63,1.5,10.13,87.1047,0,11.63,11.63,TTSD060F-fuzhongkuai,否
https://img.alicdn.com/bao/uploaded/i3/2139477295/O1CN0111JMAw23lA0kaz0Qz_!!2139477295.jpg,TTAB001F101JSCC0CT,P6 TMT运动用品旗舰店,TMT,健身踏板,TTAB001F,健身踏板,TA01,heihong,黑红68*29*10,47.94,0,0,0,0,0,34.8,0,0.0000,27,0,3,,,24,0,1294.39,0,0,783,511.39,149.64,87,1294.39,696,448.75,39.2007,0,1144.75,1294.39,TTAB001F-heihong,否
https://img.alicdn.com/bao/uploaded/i4/2139477295/O1CN01CCN23z23lA0eJo0ai_!!2139477295.jpg,TTAB001F201JSCC0CT,P6 TMT运动用品旗舰店,TMT,健身踏板,TTAB001F,健身踏板,TA01,heihui,黑灰68*29*10,49.88,0,0,0,0,0,34.8,0,0.0000,1,0,0,,,1,0,49.88,0,0,29,20.88,0,0,49.88,29,20.88,41.8605,0,49.88,49.88,TTAB001F-heihui,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01RntVBS23lA2RRW2d1_!!2139477295.jpg_Q75.jpg,THXB010F311TYCK1CC,P6 TMT运动用品旗舰店,TMT,护膝,THXB010F,儿童运动护膝,HX01,heiSA,黑S,18.38,0,0,0,0,0,7.2,0,0.0000,13,0,1,,,12,0,238.91,0,0,78,160.91,17.01,6,238.91,72,149.91,67.5537,0,221.91,238.91,THXB010F-heiSA,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01RntVBS23lA2RRW2d1_!!2139477295.jpg_Q75.jpg,THXB010F321TYCK1CC,P6 TMT运动用品旗舰店,TMT,护膝,THXB010F,儿童运动护膝,HX01,heiMA,黑M,18.19,0,0,0,0,0,7.2,0,0.0000,68,0,6,,,62,0,1236.72,0,0,408,828.72,111.4,36,1236.72,372,753.32,66.9427,0,1125.32,1236.72,THXB010F-heiMA,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01RntVBS23lA2RRW2d1_!!2139477295.jpg_Q75.jpg,THXB010F331TYCK1CC,P6 TMT运动用品旗舰店,TMT,护膝,THXB010F,儿童运动护膝,HX01,heiLA,黑L,17.89,0,0,0,0,0,7.2,0,0.0000,50,0,13,,,37,0,894.54,0,0,299.89,594.65,232.7,77.97,894.54,221.92,439.92,66.4698,0,661.84,894.54,THXB010F-heiLA,否
http://img.alicdn.com/imgextra/i1/1790737720/O1CN01AXs3Dv26toMgIQU1D_!!1790737720.jpg,TTSP070F401TSCC0CC,P6 TMT运动用品旗舰店,TMT,跳绳,TTSP070F,竞速跳绳,TS03,yinhei21*160mm200gfuzhong,21*160mm银黑柄+有负重+长绳,31.89,0,0,0,0,0,19.98,0,0.0000,2,0,0,,,2,0,63.78,0,0,33.3,30.48,0,0,63.78,33.3,30.48,47.7893,0,63.78,63.78,TTSP070F-yinhei21*160mm200gfuzhong,否
https://cbu01.alicdn.com/img/ibank/2020/374/569/15005965473_485025077.jpg,TPJA029F102TYCK0CT,P6 TMT运动用品旗舰店,TMT,摸高器,TPJA029F,摸高器配件身高贴,PJ28,MG13 peijian,MG13配件,24.95,0,0,0,0,0,3.12,0,0.0000,1,0,0,,,1,0,24.95,0,0,2.47,22.48,0,0,24.95,2.47,22.48,90.1002,0,24.95,24.95,TPJA029F-MG13 peijian,否
http://img.alicdn.com/imgextra/i2/2139477295/O1CN01oDmfN823lA495rnx6_!!2139477295.jpg,TMJA006F402TYCA0CC,P6 TMT运动用品旗舰店,TMT,毛巾,TMJA006F,冷感手腕巾,MJ11,heise 24*42CM,黑色24*42CM,19.89,0,0,0,0,0,3.84,0,0.0000,1,0,0,,,1,0,19.89,0,0,3.8,16.09,0,0,19.89,3.8,16.09,80.8949,0,19.89,19.89,TMJA006F-heise 24*42CM,否
http://img11.360buyimg.com//n0/jfs/t1/189359/28/7377/180380/60c02b59E3517e7e8/caf4f72d6a76f961.jpg,TPJA036F102TYCC0CC,P6 TMT运动用品旗舰店,TMT,赠品,TPJA036F,肌肉贴赠品装（JR01）,JR01ZP,5*25cm,5*25cm,15,0,0,0,0,0,0.96,0,0.0000,15,0,3,,,12,0,225.01,0,0,7.35,217.66,40.84,1.47,225.01,5.88,178.3,96.8074,0,184.18,225.01,TPJA036F-5*25cm,否
http://gw.alicdn.com/bao/uploaded/i4/1790737720/O1CN010YwgL026toPWHoKGV_!!1790737720.jpg_Q75.jpg,TTSD084F202TSCC0CT,P6 TMT运动用品旗舰店,TMT,跳绳,TTSD084F,钢丝跳绳,TS42,heise,黑色,20.89,0,0,0,0,0,5,0,0.0000,1,0,0,,,1,0,20.89,0,0,4.2,16.69,0,0,20.89,4.2,16.69,79.8947,0,20.89,20.89,TTSD084F-heise,否
http://gw.alicdn.com/bao/uploaded/i1/2139477295/O1CN015a57uQ23lAC0abJBH_!!2139477295.jpg,THHP010F122TYCC0CC,P6 TMT运动用品旗舰店,TMT,护踝,THHP010F,护踝,HH03,fuseMA,肤色M（单）,29.45,0,0,0,0,0,10,0,0.0000,2,0,0,,,2,0,58.9,0,0,17,41.9,0,0,58.9,17,41.9,71.1375,0,58.9,58.9,THHP010F-fuseMA,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01jIhNOa23lABxqfM3N_!!2139477295.jpg,THHP010F212TYCC0CC,P6 TMT运动用品旗舰店,TMT,护踝,THHP010F,护踝,HH03,heiseSA,黑色S（单）,27.46,0,0,0,0,0,10,0,0.0000,1,0,0,,,1,0,27.46,0,0,0,27.46,0,0,27.46,0,27.46,100,0,27.46,27.46,THHP010F-heiseSA,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01jIhNOa23lABxqfM3N_!!2139477295.jpg,THHP010F222TYCC0CC,P6 TMT运动用品旗舰店,TMT,护踝,THHP010F,护踝,HH03,heiseMA,黑色M（单）,28.9,0,0,0,0,0,10,0,0.0000,1,0,1,,,0,0,28.9,0,0,8.5,20.4,28.9,8.5,28.9,0,0,0,0,0,28.9,THHP010F-heiseMA,是
https://img.pddpic.com/mms-material-img/2021-05-27/dfe76186-c91b-4a66-b317-85e0b82f2c96.jpeg,TJRB004F202JSCA0CC,P6 TMT运动用品旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,qianlanse 2.5cm*5m,浅蓝色2.5cm*5m,0,0,0,0,0,0,2.64,0,0.0000,0,0,2,,,-2,0,0,0,0,0,0,7.97,4.4,0,-4.4,-3.57,44.8182,0,-7.97,0,TJRB004F-qianlanse 2.5cm*5m,否
https://img.pddpic.com/mms-material-img/2021-05-27/5c57638a-f16c-4325-9b05-065190f451a3.jpeg,TJRB004F402JSCA0CC,P6 TMT运动用品旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,fenhongse 2.5cm*5m,粉红色2.5cm*5m,5.04,0,0,0,0,0,2.64,0,0.0000,6,0,0,,,6,0,30.27,0,0,12.94,17.32,0,0,30.27,12.94,17.32,57.2315,0,30.27,30.27,TJRB004F-fenhongse 2.5cm*5m,否
https://img.pddpic.com/mms-material-img/2021-05-27/850ee136-2ec5-474d-bd96-915f01c26e1d.jpeg,TJRB004F602JSCA0CC,P6 TMT运动用品旗舰店,TMT,肌肉贴,TJRB004F,肌肉贴,JR05,fuse 2.5cm*5m,肤色2.5cm*5m,4.92,0,0,0,0,0,2.64,0,0.0000,37,0,10,,,27,0,182.12,0,0,81.4,100.72,40.84,22,182.12,59.4,81.89,57.959,0,141.28,182.12,TJRB004F-fuse 2.5cm*5m,否
http://gw.alicdn.com/bao/uploaded/i1/2139477295/O1CN01VZ9Pfh23lA6GUvGwM_!!2139477295.jpg_Q75.jpg,THHP011F122TYCC0CC,P6 TMT运动用品旗舰店,TMT,护踝,H70,H70护踝,H70,huise M,灰色M（单）,42.45,0,0,0,0,0,22,0,0.0000,8,0,4,,,4,0,339.6,0,0,135.94,203.66,169.8,67.97,339.6,67.97,101.83,59.9703,0,169.8,339.6,H70-huise M,否
http://gw.alicdn.com/bao/uploaded/i1/2139477295/O1CN01VZ9Pfh23lA6GUvGwM_!!2139477295.jpg_Q75.jpg,THHP011F132TYCC0CC,P6 TMT运动用品旗舰店,TMT,护踝,H70,H70护踝,H70,huise L,灰色L（单）,42.45,0,0,0,0,0,22,0,0.0000,2,0,2,,,0,0,84.9,0,0,33.98,50.92,84.9,33.98,84.9,0,0,0,0,0,84.9,H70-huise L,是
E:\ERP图片\JR02剪刀.png,TJRB002F101JSCA0CC,P7 TMT户外运动旗舰店,TMT,赠品,TJRB002F,剪刀赠品,JR02,heiA,黑色,30.4,0,0,0,0,0,0.88,0,0.0000,33,0,0,,,33,0,1003.21,0,0,24.09,979.12,0,0,1003.21,24.09,979.12,97.5987,0,1003.21,1003.21,TJRB002F-heiA,否
https://img.alicdn.com/bao/uploaded/i2/2139477295/O1CN01FqRDna23lA02m5xMX_!!2139477295.jpg,TTSB002F741TSCC0CC,P7 TMT户外运动旗舰店,TMT,跳绳,TTSB002FQ,灵动60秒倒计时四健计数跳绳,TSD10,lansesheng-A,蓝色钢丝长绳【加堵头】,9.85,0,0,0,0,0,1.56,0,0.0000,2,0,0,,,2,0,19.69,0,0,2.59,17.1,0,0,19.69,2.59,17.1,86.8632,0,19.69,19.69,TTSB002FQ-lansesheng-A,否
E:\ERP图片\Y77D.png,THYP007F121JSCA0CC,P7 TMT户外运动旗舰店,TMT,健身护腰,THYP007F,牛皮护腰,Y77D,heimA,黑色M,71.48,0,0,0,0,0,52.8,0,0.0000,38,0,6,,,32,0,2716.15,0,0,1672,1044.15,438,264,2716.15,1408,870.15,38.1955,0,2278.15,2716.15,THYP007F-heimA,否
E:\ERP图片\Y77D.png,THYP007F231JSCA0CC,P7 TMT户外运动旗舰店,TMT,健身护腰,THYP007F,牛皮护腰,Y77D,heilA,黑色L,68.91,0,0,0,0,0,52.8,0,0.0000,26,0,1,,,25,0,1791.55,0,0,1144,647.55,109,44,1791.55,1100,582.55,34.623,0,1682.55,1791.55,THYP007F-heilA,否
E:\ERP图片\Y77D.png,THYP007F341JSCA0CC,P7 TMT户外运动旗舰店,TMT,健身护腰,THYP007F,牛皮护腰,Y77D,heixlA,黑色XL,68.94,0,0,0,0,0,52.8,0,0.0000,31,0,4,,,27,0,2137,0,0,1364,773,328,176,2137,1188,621,34.3284,0,1809,2137,THYP007F-heixlA,否
,TPJB006F101TYCC0CC,P7 TMT户外运动旗舰店,TMT,跳绳配件,TPJB006F,贴纸（跳绳TS45赠品）,PJ03,meizhang2*3ge,每张2*3个,17.3,0,0,0,0,0,0.42,0,0.0000,299,0,14,,,285,0,5173.8,0,0,104.65,5069.15,239.9,4.9,5173.8,99.75,4834.15,97.9783,0,4933.9,5173.8,TPJB006F-meizhang2*3ge,否
http://img.alicdn.com/imgextra/i2/2139477295/O1CN01yTsYSm23lA2lWiNEA_!!2139477295.jpg,TTDA002F101TYCC0CC,P7 TMT户外运动旗舰店,TMT,头带,TTDA002F,运动头带,TD05,fense23.5cm*5cm,粉色23.5*5CM,25.16,0,0,0,0,0,5.88,0,0.0000,4,0,2,,,2,0,100.65,0,0,19.6,81.05,51.8,9.8,100.65,9.8,39.05,79.9386,0,48.85,100.65,TTDA002F-fense23.5cm*5cm,否
http://img.alicdn.com/imgextra/i4/2139477295/O1CN019bzhiJ23lA2hMoUma_!!2139477295.jpg,TTDA002F201TYCC0CC,P7 TMT户外运动旗舰店,TMT,头带,TTDA002F,运动头带,TD05,lanse23.5cm*5cm,蓝色23.5*5CM,25.16,0,0,0,0,0,5.88,0,0.0000,4,0,1,,,3,0,100.65,0,0,19.6,81.05,25.9,4.9,100.65,14.7,60.05,80.3344,0,74.75,100.65,TTDA002F-lanse23.5cm*5cm,否
http://img.alicdn.com/imgextra/i2/2139477295/O1CN01PI56Bz23lA2Vtmg2w_!!2139477295.jpg,TTDA002F301TYCC0CC,P7 TMT户外运动旗舰店,TMT,头带,TTDA002F,运动头带,TD05,zise23.5cm*5cm,紫色23.5*5CM,25.06,0,0,0,0,0,5.88,0,0.0000,7,0,2,,,5,0,175.4,0,0,34.3,141.1,51.8,9.8,175.4,24.5,99.1,80.178,0,123.6,175.4,TTDA002F-zise23.5cm*5cm,否
http://img.alicdn.com/imgextra/i4/2139477295/O1CN01Gnwa5v23lA2oAwvX3_!!2139477295.jpg,TTDA002F401TYCC0CC,P7 TMT户外运动旗舰店,TMT,头带,TTDA002F,运动头带,TD05,heise23.5cm*5cm,黑色23.5*5CM,25.9,0,0,0,0,0,5.88,0,0.0000,2,0,1,,,1,0,51.8,0,0,9.8,42,25.9,4.9,51.8,4.9,21,81.0811,0,25.9,51.8,TTDA002F-heise23.5cm*5cm,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01RntVBS23lA2RRW2d1_!!2139477295.jpg_Q75.jpg,THXB010F311TYCK1CC,P7 TMT户外运动旗舰店,TMT,护膝,THXB010F,儿童运动护膝,HX01,heiSA,黑S,23.33,0,0,0,0,0,7.2,0,0.0000,7,0,2,,,5,0,163.3,0,0,42,121.3,59.8,12,163.3,30,73.5,71.0145,0,103.5,163.3,THXB010F-heiSA,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01RntVBS23lA2RRW2d1_!!2139477295.jpg_Q75.jpg,THXB010F331TYCK1CC,P7 TMT户外运动旗舰店,TMT,护膝,THXB010F,儿童运动护膝,HX01,heiLA,黑L,19.9,0,0,0,0,0,7.2,0,0.0000,3,0,1,,,2,0,59.7,0,0,17.99,41.71,19.9,6,59.7,12,27.8,69.8603,0,39.8,59.7,THXB010F-heiLA,否
http://img.alicdn.com/imgextra/i2/1790737720/O1CN017ANC6b26toMU8vx22_!!1790737720.jpg,TTSP070F101TSCC0CC,P7 TMT户外运动旗舰店,TMT,跳绳,TTSP070F,竞速跳绳,TS03,heise21*160mm,21*160mm黑色柄+无负重+长绳,27,0,0,0,0,0,18.54,0,0.0000,4,0,2,,,2,0,107.98,0,0,61.8,46.18,53.99,30.9,107.98,30.9,23.09,42.7672,0,53.99,107.98,TTSP070F-heise21*160mm,否
http://img.alicdn.com/imgextra/i1/1790737720/O1CN01Ljg8sU26toMeJGWUD_!!1790737720.jpg,TTSP070F201TSCC0CC,P7 TMT户外运动旗舰店,TMT,跳绳,TTSP070F,竞速跳绳,TS03,yinhei21*160mm,21*160mm银黑柄+无负重+长绳,26.37,0,0,0,0,0,18.54,0,0.0000,1,0,0,,,1,0,26.37,0,0,15.45,10.92,0,0,26.37,15.45,10.92,41.4175,0,26.37,26.37,TTSP070F-yinhei21*160mm,否
http://img.alicdn.com/imgextra/i1/1790737720/O1CN01w7Lv0B26toMoEKSSo_!!1790737720.jpg,TTSP070F301TSCC0CC,P7 TMT户外运动旗舰店,TMT,跳绳,TTSP070F,竞速跳绳,TS03,heise21*160mm200gfuzhong,21*160mm黑色柄+有负重+长绳,29.45,0,0,0,0,0,19.98,0,0.0000,6,0,1,,,5,0,176.72,0,0,99.58,77.14,31.59,16.6,176.72,82.98,62.14,42.82,0,145.13,176.72,TTSP070F-heise21*160mm200gfuzhong,否
http://img.alicdn.com/imgextra/i1/1790737720/O1CN01AXs3Dv26toMgIQU1D_!!1790737720.jpg,TTSP070F401TSCC0CC,P7 TMT户外运动旗舰店,TMT,跳绳,TTSP070F,竞速跳绳,TS03,yinhei21*160mm200gfuzhong,21*160mm银黑柄+有负重+长绳,30,0,0,0,0,0,19.98,0,0.0000,6,0,2,,,4,0,180.02,0,0,99.9,80.12,64.83,33.3,180.02,66.6,48.59,42.18,0,115.19,180.02,TTSP070F-yinhei21*160mm200gfuzhong,否
,TTSA075F541TSCC0CC,P7 TMT户外运动旗舰店,TMT,跳绳,TTSA075F,四键电子计数跳绳,TS29,zise tupingpaomianbing,紫色凸屏泡棉柄,16.95,0,0,0,0,0,12,0,0.0000,1,0,0,,,1,0,16.95,0,0,0,16.95,0,0,16.95,0,16.95,100,0,16.95,16.95,TTSA075F-zise tupingpaomianbing,否
https://cbu01.alicdn.com/img/ibank/2020/374/569/15005965473_485025077.jpg,TPJA029F102TYCK0CT,P7 TMT户外运动旗舰店,TMT,摸高器,TPJA029F,摸高器配件身高贴,PJ28,MG13 peijian,MG13配件,24.95,0,0,0,0,0,3.12,0,0.0000,20,0,4,,,16,0,499,0,0,49.4,449.6,102.8,9.88,499,39.52,356.68,90.0252,0,396.2,499,TPJA029F-MG13 peijian,否
http://gw.alicdn.com/bao/uploaded/i3/2139477295/O1CN01uVnyQh23lA6wlceNI_!!2139477295.jpg,TMGP009F203TYCK0CT,P7 TMT户外运动旗舰店,TMT,摸高器,TMGP009F,打地鼠摸高器,MG17,lanse 21cm,蓝色直径21CM,38.9,0,0,0,0,0,24,0,0.0000,1,0,0,,,1,0,38.9,0,0,0,38.9,0,0,38.9,0,38.9,100,0,38.9,38.9,TMGP009F-lanse 21cm,否
http://img.alicdn.com/imgextra/i3/2139477295/O1CN01qKjCA023lA49rUAzD_!!2139477295.jpg,TMJA006F102TYCA0CC,P7 TMT户外运动旗舰店,TMT,毛巾,TMJA006F,冷感手腕巾,MJ11,lanse 24*42CM,蓝色24*42CM,16.9,0,0,0,0,0,3.84,0,0.0000,1,0,0,,,1,0,16.9,0,0,3.8,13.1,0,0,16.9,3.8,13.1,77.5148,0,16.9,16.9,TMJA006F-lanse 24*42CM,否
http://gw.alicdn.com/bao/uploaded/i4/2139477295/O1CN01ZdXtbj23lA6EMrHvl_!!2139477295.png,TTSD081F102TSCC1CT,P7 TMT户外运动旗舰店,TMT,跳绳,TTSD081F,5键电子计数跳绳手柄,TS38,baifen,白粉,11.05,0,0,0,0,0,12.72,0,0.0000,2,0,2,,,0,0,22.1,0,0,21.2,0.9,22.1,21.2,22.1,0,0,0,0,0,22.1,TTSD081F-baifen,是
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01P12xB923lA6A61kvU_!!2139477295.png,TTSD081F202TSCC1CT,P7 TMT户外运动旗舰店,TMT,跳绳,TTSD081F,5键电子计数跳绳手柄,TS38,lanse,蓝色,9.85,0,0,0,0,0,12.72,0,0.0000,2,0,1,,,1,0,19.69,0,0,21.2,-1.51,39.9,10.6,19.69,10.6,-30.81,152.4527,0,-20.21,19.69,TTSD081F-lanse,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01QTzRRk23lA6KLnwfT_!!2139477295.png,TTSD081F302TSCC1CT,P7 TMT户外运动旗舰店,TMT,跳绳,TTSD081F,5键电子计数跳绳手柄,TS38,heise,黑色,11.05,0,0,0,0,0,12.72,0,0.0000,1,0,0,,,1,0,11.05,0,0,10.6,0.45,0,0,11.05,10.6,0.45,4.0724,0,11.05,11.05,TTSD081F-heise,否
,TPJA035F102TYCC1CC,P7 TMT户外运动旗舰店,TMT,跳绳配件,TPJA035F,炫动者负重块一对（TS38专用）,PJ32,fuzhongkuai,炫动者TS38负重块一对,9.85,0,0,0,0,0,1.8,0,0.0000,2,0,0,,,2,0,19.7,0,0,3,16.7,0,0,19.7,3,16.7,84.7696,0,19.7,19.7,TPJA035F-fuzhongkuai,否
http://gw.alicdn.com/bao/uploaded/i1/2139477295/O1CN016LmS1r23lA5Mf0Izw_!!2139477295.jpg_Q75.jpg,THYF012F122JSCA0CC,P7 TMT户外运动旗舰店,TMT,运动护腰,THYF012F,女性运动护腰,HY08,fenseM,粉色M,37.7,0,0,0,0,0,22,0,0.0000,4,0,2,,,2,0,150.8,0,0,43.13,107.67,75.4,28.76,150.8,14.38,61.02,80.9317,0,75.4,150.8,THYF012F-fenseM,否
http://gw.alicdn.com/bao/uploaded/i1/2139477295/O1CN016LmS1r23lA5Mf0Izw_!!2139477295.jpg_Q75.jpg,THYF012F132JSCA0CC,P7 TMT户外运动旗舰店,TMT,运动护腰,THYF012F,女性运动护腰,HY08,fenseS,粉色S,37.7,0,0,0,0,0,22,0,0.0000,2,0,0,,,2,0,75.4,0,0,27.17,48.23,0,0,75.4,27.17,48.23,63.9623,0,75.4,75.4,THYF012F-fenseS,否
http://gw.alicdn.com/bao/uploaded/i1/2139477295/O1CN01IyTs5023lA5NPcyuy_!!2139477295.jpg_Q75.jpg,THYF012F222JSCA0CC,P7 TMT户外运动旗舰店,TMT,运动护腰,THYF012F,女性运动护腰,HY08,huiseM,灰色M,36.44,0,0,0,0,0,22,0,0.0000,3,0,0,,,3,0,109.33,0,0,53.41,55.92,0,0,109.33,53.41,55.92,51.1436,0,109.33,109.33,THYF012F-huiseM,否
http://gw.alicdn.com/bao/uploaded/i1/2139477295/O1CN01IyTs5023lA5NPcyuy_!!2139477295.jpg_Q75.jpg,THYF012F232JSCA0CC,P7 TMT户外运动旗舰店,TMT,运动护腰,THYF012F,女性运动护腰,HY08,huiseS,灰色S,37.7,0,0,0,0,0,22,0,0.0000,3,0,1,,,2,0,113.1,0,0,53.87,59.23,37.7,17.96,113.1,35.91,39.49,52.3687,0,75.4,113.1,THYF012F-huiseS,否
https://img.alicdn.com/bao/uploaded/i2/2139477295/O1CN01iUpxLm23lA5bE56b1_!!0-item_pic.jpg,THHP009F112TYCA1CC,P7 TMT户外运动旗舰店,TMT,护踝,THHP009F,运动护踝,HH01,heise-S,黑色S码（单只）,23.86,0,0,0,0,0,9,0,0.0000,117,0,34,,,83,0,2792.14,0,0,877.5,1914.64,822.03,255,2792.14,622.5,1347.61,68.4028,0,1970.11,2792.14,THHP009F-heise-S,否
https://img.alicdn.com/bao/uploaded/i2/2139477295/O1CN01iUpxLm23lA5bE56b1_!!0-item_pic.jpg,THHP009F122TYCA1CC,P7 TMT户外运动旗舰店,TMT,护踝,THHP009F,运动护踝,HH01,heise-M,黑色M码（单只）,24.15,0,0,0,0,0,9,0,0.0000,779,0,150,,,629,0,18815.26,0,0,5842.5,12972.76,3613.63,1125,18815.26,4717.5,10484.13,68.9671,0,15201.63,18815.26,THHP009F-heise-M,否
https://img.alicdn.com/bao/uploaded/i2/2139477295/O1CN01iUpxLm23lA5bE56b1_!!0-item_pic.jpg,THHP009F132TYCA1CC,P7 TMT户外运动旗舰店,TMT,护踝,THHP009F,运动护踝,HH01,heise-L,黑色L码（单只）,25.08,0,0,0,0,0,9,0,0.0000,3,0,1,,,2,0,75.23,0,0,22.5,52.73,24.23,7.5,75.23,15,36,70.5882,0,51,75.23,THHP009F-heise-L,否
https://img.alicdn.com/bao/uploaded/i2/2139477295/O1CN01iUpxLm23lA5bE56b1_!!0-item_pic.jpg,THHP009F142TYCA1CC,P7 TMT户外运动旗舰店,TMT,护踝,THHP009F,运动护踝,HH01,heise-XL,黑色XL码（单只）,24.6,0,0,0,0,0,9,0,0.0000,3,0,2,,,1,0,73.8,0,0,22.5,51.3,48.3,15,73.8,7.5,18,70.5882,0,25.5,73.8,THHP009F-heise-XL,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01jIhNOa23lABxqfM3N_!!2139477295.jpg,THHP010F232TYCC0CC,P7 TMT户外运动旗舰店,TMT,护踝,THHP010F,护踝,HH03,heiseLA,黑色L（单）,30.08,0,0,0,0,0,10,0,0.0000,6,0,1,,,5,0,180.46,0,0,51,129.46,29.26,8.5,180.46,42.5,108.7,71.8915,0,151.2,180.46,THHP010F-heiseLA,否
http://gw.alicdn.com/bao/uploaded/i2/2139477295/O1CN01jIhNOa23lABxqfM3N_!!2139477295.jpg,THHP010F242TYCC0CC,P7 TMT户外运动旗舰店,TMT,护踝,THHP010F,护踝,HH03,heiseXLA,黑色XL（单）,29.6,0,0,0,0,0,10,0,0.0000,7,0,4,,,3,0,207.2,0,0,59.5,147.7,120.4,34,207.2,25.5,61.3,70.622,0,86.8,207.2,THHP010F-heiseXLA,否
