module_id,module_type_sheet,module_type_col,module_name,size,factory_src,factory_col,design_time,material,color,price,remark,image_front_id,image_back_id,source_sheet,source_file,row_in_sheet,ingested_at
BX-HX-08-HB,版型模块,,弹性透气复合面料,,宏博,宏博,无,弹性透气复合面料,,,,ID_57C51C9375394D349456AA49571ADB83,ID_A00351DF543B4EF38CF75FD4FBBC0033,版型模块,宏博模块库,7,2026-06-01
BX-HX-09-HB,版型模块,,高弹力针织布复合,575mm*190mm,宏博,宏博,2025.03.05,高弹力针织布复合,,,,ID_F32AB02B86304EDC8A4F5873A9C9CD10,,版型模块,宏博模块库,8,2026-06-01
BX-HX-12-HB,版型模块,,抓毛布复合面料,453mm*325mm,宏博,宏博,2025.06.05,抓毛布复合面料,,,,ID_362FA1110851483BA9A295B5CC63A164,ID_BA987D4142E641589C2FE1F8D14C50C5,版型模块,宏博模块库,9,2026-06-01
BX-HX-13-HB,版型模块,,抓毛布复合面料,412mm*242mm,宏博,宏博,2024.11.14,抓毛布复合面料,,,,ID_20A3489E5A954E6DA7A6643574F007FE,,版型模块,宏博模块库,10,2026-06-01
BX-HW-01-HB,版型模块,,高弹力针织布,520mm*155mm,宏博,宏博,2024.09.19,高弹力针织布,,,,ID_C31E0C9493CD40748AFD35080869A929,ID_DE85B191DF834C629C1CA30F24561ECC,版型模块,宏博模块库,14,2026-06-01
BX-HW-02-HB,版型模块,,高弹力针织布,170mm*52mm,宏博,宏博,2024.08.29,高弹力针织布,,,,ID_3F42F169FE6041988A757A91D01695C1,ID_2CF3BFF0EF3941E5AB574A97F8EA2DDE,版型模块,宏博模块库,16,2026-06-01
BX-HW-12-HB,版型模块,,高弹力针织布,420mm*67mm,宏博,宏博,2025.06.24,高弹力针织布,,,,ID_9051DD077EE3463893F361422B1ABE68,ID_B2403A5786D440349E61E0D6B8294BD4,版型模块,宏博模块库,18,2026-06-01
BX-HW-14-HB,版型模块,,方形弹力网布,245mm*50mm,宏博,宏博,2024.08.30,方形弹力网布,,,,ID_97D135C7BEAC445DB20B43F721CB7BCF,,版型模块,宏博模块库,19,2026-06-01
BX-HW-15-HB,版型模块,,复合OK布料,320mm*55mm,宏博,宏博,无,复合OK布料,,,,,ID_745DD9A0864F47BF8D68B3ADDAF4B7BF,版型模块,宏博模块库,20,2026-06-01
BX-HW-16-HB,版型模块,,抓毛布针织复合面料,290mm*50mm,宏博,宏博,2025.06.24,抓毛布针织复合面料,,,,ID_0B03D9329B6E4163934EE2D0F200B873,,版型模块,宏博模块库,21,2026-06-01
BX-HW-17-HB,版型模块,,针织,363mm*75mm,宏博,宏博,2025.02.17,针织,,,,ID_E6E9446CF9D747C294067EEC34CB84D0,,版型模块,宏博模块库,22,2026-06-01
BX-HH-02-HB,版型模块,,高弹力针织布,,宏博,宏博,2024.07.13,高弹力针织布,,,,,,版型模块,宏博模块库,24,2026-06-01
BX-HH-03-HB,版型模块,,打孔高弹力针织布,150mm*210mm,宏博,宏博,2025.01.14,打孔高弹力针织布,,,,ID_71BD03A8D9F54DBA9848F7BC8E8F82B1,,版型模块,宏博模块库,26,2026-06-01
BX-HH-04-HB,版型模块,,打孔SBR,520mm*210.5mm,宏博,宏博,2024.11.13,打孔SBR,,,,ID_951B49FE334348D39AA3FE31427C1C18,,版型模块,宏博模块库,27,2026-06-01
BX-HH-05-HB,版型模块,,抓毛布复合,475mm*290mm,宏博,宏博,无,抓毛布复合,,,,ID_872CCC0EBFF14A63872F8CF81C71DD56,,版型模块,宏博模块库,28,2026-06-01
BX-HH-06-HB,版型模块,,高弹力针织布复合,296mm*236mm,宏博,宏博,2024.07.31,高弹力针织布复合,,,,ID_AF6AD7B2F0A845D79094EECDF5530014,ID_29D338BC9E5E480B815437E3ED38E887,版型模块,宏博模块库,29,2026-06-01
HB2026-S1,面料模块,拉毛布复合,锦纶拉毛布【黑色】,,宏博,,,,黑色,24.5/米,,ID_68B110381FF24B0BAC05BA0698C2618A,,面料模块,宏博模块库,3,2026-06-01
HB2026-S2,面料模块,,锦纶拉毛布【肉色】,,宏博,,,,肉色,24.5/米,,ID_6C1A5A41B12E4B21914E7034D61D3A59,,面料模块,宏博模块库,11,2026-06-01
HB2026-S3,面料模块,,锦纶拉毛布【灰色】,,宏博,,,,灰色,24.5/米,,ID_0D480B2EE9C54CE7A41A109496E86D38,,面料模块,宏博模块库,15,2026-06-01
HB2026-S4,面料模块,,双面复合锦纶拉毛布【黑色】,,宏博,,,,黑色,65/米,,ID_50EBBCB14C114E729BC83642A633C9BA,,面料模块,宏博模块库,18,2026-06-01
HB2026-S5,面料模块,,双面复合锦纶拉毛布【灰色】,,宏博,,,,灰色,65/米,,ID_A926857587DD4C9BB73585A104D13456,,面料模块,宏博模块库,20,2026-06-01
HB2026-S65,面料模块,,粉色拉毛布【粉色】,,宏博,,,,粉色,24.5/米,,ID_BD8B19AADA2242FF9AAB1FB88B9A1C1D,,面料模块,宏博模块库,21,2026-06-01
HB2026-S6,面料模块,仿OK锦纶【复合】,仿OK+TPU+锦纶莱卡【灰色】,,宏博,,,,灰色,55/米,,ID_BF8A6C8D54234CCAA9E02E0E7A7A056A,,面料模块,宏博模块库,23,2026-06-01
HB2026-S7,面料模块,锦纶起毛布【复合】,锦纶起毛布+果冻胶+蝶网布【黑色】,,宏博,,,,黑色,90/米,,ID_122BAEE8E8324CA2984A11BFD169C16B,,面料模块,宏博模块库,25,2026-06-01
HB2026-S8,面料模块,,锦纶起毛布+果冻胶+蝶网布【灰色】,,宏博,,,,灰色,90/米,,ID_E361133FA4C248A4AD30A9BBA103401B,,面料模块,宏博模块库,26,2026-06-01
HB2026-S9,面料模块,蝶网布,双面蝶网布+果冻胶【灰色】,,宏博,,,,灰色,85/米,,ID_633BAB31F1E740549A1F534FC04076E2,,面料模块,宏博模块库,28,2026-06-01
HB2026-S10,面料模块,,锦纶蝶网布【灰色】,,宏博,,,,灰色,35/米,,ID_125531F14C20445C8B22EFE367FBA377,,面料模块,宏博模块库,29,2026-06-01
HB2026-S11,面料模块,莱卡面料,冰感双面莱卡【黑色】,,宏博,,,,黑色,65/米,,ID_E8B9063D58444339B40FD9CF272A71D2,,面料模块,宏博模块库,31,2026-06-01
HB2026-S12,面料模块,,冰感双面莱卡【灰色】,,宏博,,,,灰色,65/米,,ID_5A15D04F678B4F94AAFBA7BE65A11E93,,面料模块,宏博模块库,33,2026-06-01
HB2026-S13,面料模块,裸感布,双面复合裸感布【黑色】,,宏博,,,,黑色,65/米,,ID_080F7612F79649C8A4EB4F276034083F,,面料模块,宏博模块库,36,2026-06-01
HB2026-S14,面料模块,,双面复合裸感布【肤色】,,宏博,,,,肤色,65/米,,ID_A2831C80F4C746D8B9FEE86C7936EFB5,,面料模块,宏博模块库,39,2026-06-01
HB2026-S15,面料模块,,双面复合裸感布【灰色】,,宏博,,,,灰色,65/米,,ID_6565F2BA7FF44622B78FC9E87F027FA0,,面料模块,宏博模块库,42,2026-06-01
HB2026-S16,面料模块,,双面复合裸感布【灰色】,,宏博,,,,灰色,35/米,,ID_A07AAAC17C5B45D59EF439D7EB0FBED7,,面料模块,宏博模块库,43,2026-06-01
HB2026-S17,面料模块,,裸感布复合热熔胶【黑色】,,宏博,,,,黑色,50/米,,ID_328605F5FF5D4560A53380421CEA1D3F,,面料模块,宏博模块库,44,2026-06-01
HB2026-S18,面料模块,,裸感布复合热熔胶【肤色】,,宏博,,,,肤色,50/米,,ID_F5617D8911344DB9BC1617A5FB129E4F,,面料模块,宏博模块库,46,2026-06-01
HB2026-S19,面料模块,SBR复合面料,仿OK+SBR白+尼龙布（全冲孔）【灰色】,,宏博,,,,灰色,170/片,,ID_6710AF471E254B32B8D7336305221850,,面料模块,宏博模块库,49,2026-06-01
HB2026-S20,面料模块,,仿OK+SBR白+尼龙布（SBR冲孔）【灰色】,,宏博,,,,灰色,170/片,,ID_F913B12650D94D4CA1E10D505D32F3F9,,面料模块,宏博模块库,50,2026-06-01
HB2026-S21,面料模块,,双面尼龙布+SBR白（SBR冲孔）【肤色】,,宏博,,,,肤色,170/片,,ID_45601D4B62B94220959EC1594C7FAAAE,,面料模块,宏博模块库,51,2026-06-01
HB2026-S56,面料模块,,黑仿OK+SBR冲孔+蓝尼龙布【黑色】,,宏博,,,,黑色,170/片,,ID_B3BDC46C1D3D4A0EBC8242EFC211C55C,,面料模块,宏博模块库,53,2026-06-01
HB2026-S59,面料模块,,灰仿OK+SBR+灰尼龙布【灰色】,,宏博,,,,灰色,170/片,,ID_178B57AE3D694C1A829C06D4E45149DF,,面料模块,宏博模块库,57,2026-06-01
HB2026-S61,面料模块,,提花毛巾布+SBR+仿OK【灰色】,,宏博,,,,灰色,170/片,,ID_E1A167A6E84E4C338CFC96C4BC0C3734,,面料模块,宏博模块库,58,2026-06-01
HB2026-S67,面料模块,,仿OK+SBR+银离子布,,宏博,,,,银色,195/片,,ID_F786339BD8564DB4BE2BFE3D45030697,,面料模块,宏博模块库,61,2026-06-01
HB2026-S68,面料模块,,锦纶莱卡+SBR+银离子布,,宏博,,,,银色,190/片,,ID_01EA6126805A45679CB385298FC1F001,,面料模块,宏博模块库,62,2026-06-01
HB2026-S57,面料模块,海绵复合面料,黑仿OK+海绵+毛巾布,,宏博,,,,黑色,55/米,,ID_86861997FA4E45B59B0A0A47F13A615E,,面料模块,宏博模块库,64,2026-06-01
HB2026-S58,面料模块,,灰仿OK+海绵+毛巾布,,宏博,,,,灰色,55/米,,ID_8D66405102044AAEBCAA35E51BAD4F67,,面料模块,宏博模块库,66,2026-06-01
HB2026-S60,面料模块,,锦纶莱卡+高密度海绵+尼龙布【灰色】,,宏博,,,,灰色,52/米,,ID_D2664712F4354B3D90932073B14A349C,,面料模块,宏博模块库,68,2026-06-01
HB2026-S22,面料模块,三明治网布,三明治网布【灰色】,,宏博,,,,灰色,10/米,,ID_7754024D89D34B39B600B32F8AC46E63,,面料模块,宏博模块库,70,2026-06-01
HB2026-S36,面料模块,,三明治网布【黑色】,,宏博,,,,黑色,10/米,,ID_3BB6D3F5D17649CDA5A0079DD3E1A5BE,,面料模块,宏博模块库,71,2026-06-01
HB2026-S78,面料模块,,三明治网布【白色】,,宏博,,,,白色,16/米,,ID_764247256E104E579166F669546ADB9D,,面料模块,宏博模块库,74,2026-06-01
HB2026-S79,面料模块,,三明治网布【灰色】,,宏博,,,,灰色,16/米,,ID_0FFD7295067F4E69A73CFCEFB6E6650B,,面料模块,宏博模块库,75,2026-06-01
HB2026-S80,面料模块,,三明治网布【灰色】,,宏博,,,,灰色,16/米,,ID_F4FA3888B27049B181AC9454D40EA9EA,,面料模块,宏博模块库,76,2026-06-01
HB2026-S33,面料模块,网布,聚酯纤维网布【黑色】,,宏博,,,,黑色,22/米,,ID_89AA360B3F4D4ADC9C2CC0C78835156C,,面料模块,宏博模块库,78,2026-06-01
HB2026-S34,面料模块,,聚酯纤维网布【灰色】,,宏博,,,,灰色,22/米,,ID_F1A304FE27A44D0195674A874FEB9A74,,面料模块,宏博模块库,79,2026-06-01
HB2026-S37,面料模块,,锦纶网布【黑色】,,宏博,,,,黑色,30/米,,ID_697F37AC83F044399C57E50F0A9A0698,,面料模块,宏博模块库,80,2026-06-01
HB2026-S38,面料模块,,锦纶网布【灰色】,,宏博,,,,灰色,30/米,,ID_AB86BC9BF24A414B86D6CFAFEB9BF1F8,,面料模块,宏博模块库,81,2026-06-01
HB2026-S62,面料模块,scr复合,PK布+SCR+锦纶莱卡【黑色】,,宏博,,,,黑色,220/片,,ID_843127D24D514461ABE5814D61B9C5E0,,面料模块,宏博模块库,83,2026-06-01
HB2026-S63,面料模块,仿OK+TPU面料,黑仿OK+TPU+黑锦纶莱卡【黑色】,,宏博,,,,黑色,65/米,,ID_AADEDC9C098D4EEDB72F8F29BA81AB65,,面料模块,宏博模块库,86,2026-06-01
HB2026-S64,面料模块,,白仿OK+TPU+白锦纶莱卡【白色】,,宏博,,,,白色,65/米,,ID_F6C440194E734B56B8ADC0EE4B6428E8,,面料模块,宏博模块库,88,2026-06-01
HB2026-S32,面料模块,皮革,PU皮革【灰色】,,宏博,,,,灰色,25/米,,ID_B0EE72FC4CDF4BAEB07F7B9E2DC08AD5,,面料模块,宏博模块库,90,2026-06-01
HB2026-S66,面料模块,,压纹增强皮革【银色】,,宏博,,,,银色,60/米,,ID_3F8CC5D92CC64BE6B9A7053DF54A529A,,面料模块,宏博模块库,91,2026-06-01
HB2026-S70,面料模块,氨纶面料,水晶氨纶（紫）,,宏博,,,,紫色,32/米,,ID_0C0949B155224E2B917A0A0FA84608DD,,面料模块,宏博模块库,93,2026-06-01
HB2026-S71,面料模块,,水晶氨纶（蓝）,,宏博,,,,蓝色,32/米,,ID_141EB389B34140819627B4BACED0BCBD,,面料模块,宏博模块库,94,2026-06-01
HB2026-S25,魔术贴模块,射出勾面,尼龙细勾面,,宏博,,,,,2/米,,ID_2009D4D4ED264F8C8F8C6099B0BE4086,,魔术贴模块,宏博模块库,3,2026-06-01
HB2026-S26,魔术贴模块,,尼龙细勾面,,宏博,,,,,2/米,,ID_FB664869246D4897BE2565AB71486E96,,魔术贴模块,宏博模块库,5,2026-06-01
HB2026-S28,魔术贴模块,,尼龙勾面,,宏博,,,,,1.8/米,,ID_B500C348319F4958A7508752C4AF04F5,,魔术贴模块,宏博模块库,6,2026-06-01
HB2026-S29,魔术贴模块,,尼龙勾面,,宏博,,,,,1.8/米,,ID_F98F15D02D254A5C81B86DD3A8C0C763,,魔术贴模块,宏博模块库,8,2026-06-01
HB2026-S27,魔术贴模块,细软勾面,尼龙细软勾面,,宏博,,,,,1.8/米,,ID_24702B75EB234B64B1C9C3C296F6EECA,,魔术贴模块,宏博模块库,10,2026-06-01
HB2026-S30,魔术贴模块,,尼龙细软勾面,,宏博,,,,,1.8/米,,ID_81B2B7444A5944699BD3A92E741AB2B9,,魔术贴模块,宏博模块库,11,2026-06-01
HB2026-S31,魔术贴模块,背布魔术贴（勾面）,拉毛布复合尼龙勾面,,宏博,,,,,3.5/米,,ID_58B2A50A6BB4403787001FD247564517,,魔术贴模块,宏博模块库,13,2026-06-01
HB2026-S23,织带模块,松紧带,尼龙松紧带（印花采用升华印花工艺）,,宏博,,,,,2.8/米,,ID_42AA9BBB6CAD4B4CBE0A063DB173B1B5,,织带模块,宏博模块库,3,2026-06-01
HB2026-S35,织带模块,刚性带,尼龙织带,,宏博,,,,,1/米,,ID_049C9FE21AAB4AE1B80486FAA33D072D,,织带模块,宏博模块库,5,2026-06-01
HB2026-S41,支撑垫片填充模块,塑料支撑,PE塑料条,1.5cm*18cm,宏博,,,塑料,,0.2/个,,ID_ECC400B817D14182A62DA68BBB9B7636,,支撑垫片填充模块,宏博模块库,3,2026-06-01
HB2026-S72,支撑垫片填充模块,金属支撑,铝条支撑片,4cm*13cm,宏博,,,金属,,2.6/个,,ID_86CE216B86674B2798B7233ACCCA6A99,,支撑垫片填充模块,宏博模块库,5,2026-06-01
HB2026-S73,支撑垫片填充模块,,铝条支撑片,1.5cm*14cm,宏博,,,金属,,1.4/个,,ID_99A75909D72A47D9B3D1D6D872786CE8,,支撑垫片填充模块,宏博模块库,6,2026-06-01
HB2026-S74,支撑垫片填充模块,,铝条支撑片,2cm*18xzcm,宏博,,,金属,,1.4/个,,ID_32091CE63EE8430AB560C0B697461826,,支撑垫片填充模块,宏博模块库,7,2026-06-01
HB2026-S75,支撑垫片填充模块,,铝条支撑片,4cm*13cm,宏博,,,金属,,1.6/个,,ID_07525E0720FD49B6A8AB99A46E82068A,,支撑垫片填充模块,宏博模块库,8,2026-06-01
HB2026-S76,支撑垫片填充模块,,铝条支撑片,4cm*23.5cm,宏博,,,金属,,2.2/个,,ID_7968B72E5CE947A4AC5DEF505417AF52,,支撑垫片填充模块,宏博模块库,9,2026-06-01
HB2026-S77,支撑垫片填充模块,,铝条支撑片,4cm*23.5cm,宏博,,,金属,,2.2/个,,ID_9DCFEE061EC44504ACBF283AE953F727,,支撑垫片填充模块,宏博模块库,10,2026-06-01
HB2026-S69,支撑垫片填充模块,发泡材料,高发泡,,宏博,,,,,20/米,,ID_5CA3CC0E4E9E4D898F3ABCD37D90D719,,支撑垫片填充模块,宏博模块库,12,2026-06-01
HB2026-S39,配件,调节配件,PP塑料壳,3.5cm*17cm,宏博,,,PP塑料,黑色,1.5/个,,ID_1D62653515084D55BCC18D255B8C7CA4,,配件,宏博模块库,3,2026-06-01
HB2026-S40,配件,,PP塑料壳,3cm*6cm,宏博,,,PP塑料,白色,0.2/个,,ID_5B352B4BF3344371BAF21E742464C9F8,,配件,宏博模块库,4,2026-06-01
HB2026-S24,配件,支撑配件,PP塑料壳,15cm*8cm,宏博,,,PP塑料,灰色,2/对,,ID_4F8DBF96A6D24D519743F04C5D743739,,配件,宏博模块库,6,2026-06-01
HB2026-S42,外观模块,logo印花,印花【SERUNA logo 白色】,2cm*2cm,宏博,,,,白色,0.4/个,,ID_A2AEE20FE61E4A39A03062A67930EAE6,,外观模块,宏博模块库,3,2026-06-01
HB2026-S43,外观模块,,印花【SERUNA logo 蓝色】,2cm*2cm,宏博,,,,蓝色,0.4/个,,ID_FECF3F6E36534D46A8BF43BD1E7DCB5D,,外观模块,宏博模块库,4,2026-06-01
HB2026-S44,外观模块,,印花【SERUNA 文字logo 白色】,4cm*1cm,宏博,,,,白色,0.5/个,,ID_A29D373554B4461ABCD335FC3D44B3C3,,外观模块,宏博模块库,5,2026-06-01
HB2026-S45,外观模块,,印花【SERUNA logo 圆形】,2.5cm*3.5cm,宏博,,,,蓝色白色,0.6/个,,ID_60D547AAA6D24EDD889C2A08C0F7165A,,外观模块,宏博模块库,6,2026-06-01
HB2026-S46,外观模块,,印花【SERUNA 魔术贴】,5.5cm*5cm,宏博,,,,蓝色白色,0.6/个,,ID_FFCA71FC45D046E38268C88C35E4842D,,外观模块,宏博模块库,7,2026-06-01
HB2026-S47,外观模块,,印花【SERUNA logo 山形+圆形1】,3.7cm*5cm,宏博,,,,蓝色白色,0.7/个,,ID_13F8BE4D8A89443B931B6327E2C8F0DC,,外观模块,宏博模块库,8,2026-06-01
HB2026-S48,外观模块,,印花【SERUNA logo 山形+圆形2】,3.7cm*5cm,宏博,,,,蓝色白色,0.7/个,,,,外观模块,宏博模块库,9,2026-06-01
HB2026-S49,外观模块,,印花【SERUNA logo 山形】,5cm*2.5cm,宏博,,,,蓝色白色,0.6/个,,,,外观模块,宏博模块库,10,2026-06-01
HB2026-S50,外观模块,主体印花,印花【TMT康复弧线】,5.5cm*4cm,宏博,,,,蓝色,0.45/个,,,,外观模块,宏博模块库,12,2026-06-01
HB2026-S51,外观模块,,印花【SERUNA 护踝】,8cm*8.5cm,宏博,,,,蓝色,0.8/个,,,,外观模块,宏博模块库,13,2026-06-01
HB2026-S52,外观模块,,印花【SERUNA 护膝 蓝白】,14cm*10cm,宏博,,,,蓝色白色,4.5/个,,ID_78B8E9176CDE4BF2A48083B28267FA58,,外观模块,宏博模块库,14,2026-06-01
HB2026-S53,外观模块,,印花【SERUNA 护膝 黑白】,14cm*10cm,宏博,,,,黑色白色,4.5/个,,ID_E416E8D08385463D816DC328B13D3A0D,,外观模块,宏博模块库,15,2026-06-01
HB2026-S54,外观模块,,印花【SERUNA 护踝 蓝白】,16.5cm*23.5cm,宏博,,,,黑色蓝色,4.6/个,,ID_11AB4D30496B409E942F596E4519BE2F,,外观模块,宏博模块库,16,2026-06-01
HB2026-S55,外观模块,,印花【SERUNA 护踝 黑蓝】,16.5cm*23.5cm,宏博,,,,黑色蓝色,4.6/个,,ID_7928E7186AE84511AF116B2514456C5A,,外观模块,宏博模块库,17,2026-06-01
